
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006417                       # Number of seconds simulated (Second)
simTicks                                   6417099000                       # Number of ticks simulated (Tick)
finalTick                                  6417099000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    836.30                       # Real time elapsed on the host (Second)
hostTickRate                                  7673203                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8907220                       # Number of bytes of host memory used (Byte)
simInsts                                     26186686                       # Number of instructions simulated (Count)
simOps                                       49975448                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    31312                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      59758                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        12832680                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29731770                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69252                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28158991                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                111050                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4813298                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6631864                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40092                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           12542846                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.245024                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.610195                       # Number of insts issued each cycle (Count)
system.cpu0.statIssuedInstType_0::SimdFloatAlu            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCmp            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatCvt           10      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatDiv            2      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMisc            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMult            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAdd            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceAlu            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdReduceCmp            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAes            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdAesMix            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma2            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdShaSigma3            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::SimdPredAlu            0      0.00%     85.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemRead      2834937     10.07%     95.90% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::MemWrite      1110165      3.94%     99.85% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemRead        25430      0.09%     99.94% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::FloatMemWrite        17732      0.06%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu0.statIssuedInstType_0::total      28158991                       # Number of instructions issued per FU type, per thread (Count)
system.cpu0.issueRate                        2.194319                       # Inst issue rate ((Count/Cycle))
system.cpu0.fuBusy                            1277720                       # FU busy when requested (Count)
system.cpu0.fuBusyRate                       0.045375                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu0.intInstQueueReads                70014909                       # Number of integer instruction queue reads (Count)
system.cpu0.intInstQueueWrites               34453251                       # Number of integer instruction queue writes (Count)
system.cpu0.intInstQueueWakeupAccesses       27794836                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu0.fpInstQueueReads                   234689                       # Number of floating instruction queue reads (Count)
system.cpu0.fpInstQueueWrites                  161310                       # Number of floating instruction queue writes (Count)
system.cpu0.fpInstQueueWakeupAccesses          112650                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu0.vecInstQueueReads                       0                       # Number of vector instruction queue reads (Count)
system.cpu0.vecInstQueueWrites                      0                       # Number of vector instruction queue writes (Count)
system.cpu0.vecInstQueueWakeupAccesses              0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu0.intAluAccesses                   29211819                       # Number of integer alu accesses (Count)
system.cpu0.fpAluAccesses                      118343                       # Number of floating point alu accesses (Count)
system.cpu0.vecAluAccesses                          0                       # Number of vector alu accesses (Count)
system.cpu0.numInsts                         28019988                       # Number of executed instructions (Count)
system.cpu0.numLoadInsts                      2822863                       # Number of load instructions executed (Count)
system.cpu0.numSquashedInsts                   139003                       # Number of squashed instructions skipped in execute (Count)
system.cpu0.numSwp                                  0                       # Number of swp insts executed (Count)
system.cpu0.numNop                                  0                       # Number of nop insts executed (Count)
system.cpu0.numRefs                           3940628                       # Number of memory reference insts executed (Count)
system.cpu0.numBranches                       3384542                       # Number of branches executed (Count)
system.cpu0.numStoreInsts                     1117765                       # Number of stores executed (Count)
system.cpu0.numRate                          2.183487                       # Inst execution rate ((Count/Cycle))
system.cpu0.timesIdled                           2638                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu0.idleCycles                         289834                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu0.committedInsts                   13093343                       # Number of Instructions Simulated (Count)
system.cpu0.committedOps                     24987724                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu0.cpi                              0.980092                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu0.totalCpi                         0.980092                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu0.ipc                              1.020312                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu0.totalIpc                         1.020312                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu0.intRegfileReads                  39881893                       # Number of integer regfile reads (Count)
system.cpu0.intRegfileWrites                 23432278                       # Number of integer regfile writes (Count)
system.cpu0.fpRegfileReads                     152674                       # Number of floating regfile reads (Count)
system.cpu0.fpRegfileWrites                     84917                       # Number of floating regfile writes (Count)
system.cpu0.ccRegfileReads                   19111752                       # number of cc regfile reads (Count)
system.cpu0.ccRegfileWrites                  12166334                       # number of cc regfile writes (Count)
system.cpu0.miscRegfileReads                 11018701                       # number of misc regfile reads (Count)
system.cpu0.miscRegfileWrites                    1296                       # number of misc regfile writes (Count)
system.cpu0.MemDepUnit__0.insertedLoads       3061408                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.insertedStores      1217821                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__0.conflictingLoads       228120                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__0.conflictingStores        69726                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__1.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu0.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu0.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu0.branchPred.lookups                3985501                       # Number of BP lookups (Count)
system.cpu0.branchPred.condPredicted          3708715                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condIncorrect            82598                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.BTBLookups             2397274                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBHits                2392548                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.998029                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.RASUsed                  49555                       # Number of times the RAS was used to get a target. (Count)
system.cpu0.branchPred.RASIncorrect                23                       # Number of incorrect RAS predictions. (Count)
system.cpu0.branchPred.indirectLookups          47588                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits             38782                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses            8806                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted         1655                       # Number of mispredicted indirect branches. (Count)
system.cpu0.commit.commitSquashedInsts        4809487                       # The number of squashed insts skipped by commit (Count)
system.cpu0.commit.commitNonSpecStalls          29160                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu0.commit.branchMispredicts            82207                       # The number of times a branch was mispredicted (Count)
system.cpu0.commit.numCommittedDist::samples     11874459                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::mean     2.104325                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::stdev     3.021355                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::0        6682810     56.28%     56.28% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::1         968838      8.16%     64.44% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::2         335864      2.83%     67.27% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::3        1027824      8.66%     75.92% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::4         275371      2.32%     78.24% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::5         309944      2.61%     80.85% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::6         204037      1.72%     82.57% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::7         169908      1.43%     84.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::8        1899863     16.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu0.commit.numCommittedDist::total     11874459                       # Number of insts commited each cycle (Count)
system.cpu0.commit.instsCommitted            13093343                       # Number of instructions committed (Count)
system.cpu0.commit.opsCommitted              24987724                       # Number of ops (including micro ops) committed (Count)
system.cpu0.commit.memRefs                    3436531                       # Number of memory references committed (Count)
system.cpu0.commit.loads                      2425840                       # Number of loads committed (Count)
system.cpu0.commit.amos                             0                       # Number of atomic instructions committed (Count)
system.cpu0.commit.membars                      18576                       # Number of memory barriers committed (Count)
system.cpu0.commit.branches                   3174388                       # Number of branches committed (Count)
system.cpu0.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu0.commit.floating                     96484                       # Number of committed floating point instructions. (Count)
system.cpu0.commit.integer                   24822528                       # Number of committed integer instructions. (Count)
system.cpu0.commit.functionCalls                44854                       # Number of function calls committed. (Count)
system.cpu0.commit.committedInstType_0::No_OpClass        87205      0.35%      0.35% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntAlu     21247992     85.03%     85.38% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntMult       120804      0.48%     85.87% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IntDiv        37798      0.15%     86.02% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatAdd         6363      0.03%     86.04% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCmp            0      0.00%     86.04% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatCvt         2304      0.01%     86.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMult            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMultAcc            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatDiv            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMisc            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatSqrt            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAdd         7130      0.03%     86.08% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAddAcc            0      0.00%     86.08% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAlu        13046      0.05%     86.13% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCmp            6      0.00%     86.13% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdCvt        14648      0.06%     86.19% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMisc        12815      0.05%     86.24% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMult            0      0.00%     86.24% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     86.24% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift         1070      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatAdd            4      0.00%     86.25% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatAlu            0      0.00%     86.25% # Class of committed instruction (Count)
